isbn,title,author,price,language,num_pages,date,rating,num_rating,category 1,category 2,category 3
9780349429441,Bridgerton: An Offer From A Gentleman (Bridgertons Book 3) : Inspiration for the Netflix Original Series Bridgerton,Julia Quinn,649.36,English,384,11 Feb 2021,3.96,130780,Historical Romance,Historical Romance,Historical Fiction
9781590302484,The Book of Five Rings : A Classic Text on the Japanese Way of the Sword,Miyamoto Musashi,654.42,English,192,15 Apr 2005,4.02,41219,Oriental & Indian Philosophy,Military Engineering,Advice On Careers & Achieving Success
9781844081820,The Glass Castle,Jeannette Walls,650.29,English,352,04 May 2006,4.29,1021602,Biography: General,Memoirs,"Media, Information & Communication Industries"
9781408898956,Humankind : A Hopeful History,Rutger Bregman,696.25,English,496,13 May 2021,4.33,34255,20th Century History: C 1900To C 2000,History Of Western Philosophy,Ethics & Moral Philosophy
9781473611528,Business Adventures : Twelve Classic Tales from the World of Wall Street: The New York Times bestseller Bill Gates calls 'the best business book I've ever read',John Brooks,688.56,English,464,31 Oct 2018,3.81,21558,Economics,Economics,Economic Theory & Philosophy
9781853260865,Dracula,Bram Stoker,602.48,English,352,01 Aug 1997,4,1066034,Classic Books & Novels,Horror,Horror
9780140564396,Madeline,Ludwig Bemelmans,665.9,English,56,01 May 2000,4.24,203140,Language Teaching & Learning Material & Coursework,Children's Fiction,Classic Books for Children
9780486470610,The Trial,Franz Kafka,621.75,English,176,31 Oct 2009,3.96,264706,Contemporary Fiction,Classic Books & Novels,Science Fiction
9780449213940,All Quiet on the Western Front : A Novel,Erich Maria Remarque,637.85,English,304,01 Jun 1995,4.01,387628,Contemporary Fiction,Classic Books & Novels,Military Fiction
9780307741202,The Wisdom of Insecurity : A Message for an Age of Anxiety,Alan Watts,704.36,English,160,07 Feb 2020,4.15,19379,Zen Buddhism,Coping With Anxiety & Phobias,Psychic Powers & Psychic Phenomena
9781405910279,Entwined With You : Crossfire Book 3,Sylvia Day,673.09,English,368,06 Jun 2013,4.19,190981,Contemporary Fiction,Adult & Contemporary Romance,Adult & Contemporary Romance
9781444765427,Eat That Frog! : Get More of the Important Things Done - Today!,Brian Tracy,650.98,English,144,06 Feb 2013,3.86,58410,Personal Development,Advice On Careers & Achieving Success
9781780554402,The Kids' Book of Wordsearches 1,Gareth Moore,608.25,English,192,06 Apr 2017,3.7,10,Activity Books,Children's Hobby & Gaming Books,Puzzle Books
9781401937539,"Dying to be Me : My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,758.89,English,192,02 Jan 2015,4.12,13456,Memoirs,"Mind, Body, Spirit: Thought & Practice"
9780316043465,The Feelings Book,Todd Parr,647.34,English,32,04 Jun 2012,4.21,1018,Picture Books,Storybooks,ABC
9780241951538,On the Road,Jack Kerouac,668.55,English,288,16 Jun 2011,3.62,374123,Contemporary Fiction,Classic Books & Novels
9780007466696,The Selection,Kiera Cass,661.23,English,336,07 Jun 2012,4.11,1195602,Children's General Story Books,Romance Books for Teenagers
9780008159269,Say Nothing : A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,699.92,English,528,11 Oct 2019,4.43,71683,True Crime Biographies,True Crime Books,True War& Combat Stories
9780552557832,Sleepovers,Jacqueline Wilson,630.65,English,112,15 Apr 2008,3.65,6403,Children's Fiction,Children's General Story Books,Family
9781473221628,The Left Hand of Darkness,Ursula K. Le Guin,648.44,English,336,13 Apr 2017,4.09,142556,Contemporary Fiction,Science Fiction,Science Fiction
9781878424716,The Seven Spiritual Laws of Success : A Pocketbook Guide to Fulfilling Your Dreams,Deepak Chopra,638.18,English,128,09 Mar 2015,4.12,63800,Religion: General,Personal Development,Advice On Careers & Achieving Success
9780571191475,Lord of the Flies,William Golding,670.78,English,240,30 Dec 2010,3.69,2530299,Contemporary Fiction,Classic Books & Novels,Children's Fiction
9780141441672,Heart of Darkness,Joseph Conrad,633.43,English,192,01 Dec 2007,3.33,3889,Contemporary Fiction,Classic Books & Novels,Historical Fiction
9781906427795,The Scorch Trials,James Dashner,674.15,English,384,15 Sep 2014,3.91,508033,Science Fiction,Science Fiction,Natural Disasters
9781974718160,"Spy x Family, Vol. 3",Tatsuya Endo,642.3,English,200,21 Jan 2021,4.55,6693,Graphic Novels: Manga,Graphic Novels: Manga
9781783966028,The Power of Geography : Ten Maps That Reveal the Future of Our World,Tim Marshall,694.23,English,432,01 Oct 2021,4.21,3694,Politics & Government,Geography Books,Political Geography
9781840221664,The Divine Comedy,Dante Alighieri,620.68,English,592,05 Feb 2009,4.06,133467,Poetry By Individual Poets,Classic Books & Novels,Religious & Spiritual Fiction
9781974725328,"Jujutsu Kaisen, Vol. 14",Gege Akutami,714.05,"English, ",192,31 Mar 2022,4.72,3276,Graphic Novels: Manga,Graphic Novels: Manga
9780141345741,Diary of a Wimpy Kid : The Third Wheel (Book 7),Jeff  Kinney,645.8,English,240,30 Jan 2014,4.21,84707,Children's General Story Books,Romance Books for Teenagers,Funny Books for Kids
9780349006574,Rebecca,Daphne Du Maurier,652.88,English,432,03 May 2016,4.24,530958,Contemporary Fiction,Classic Books & Novels,Thriller Books
9780008117504,Foundation and Empire,Isaac Asimov,669.94,English,240,06 Oct 2016,4.22,177980,Classic Books & Novels,Science Fiction,Science Fiction
9781780228228,Gone Girl,Gillian Flynn,636.95,English,512,25 Sep 2014,4.1,2631751,Contemporary Fiction,Crime,Crime Fiction
9781473233805,God Emperor Of Dune : The Fourth Dune Novel,Frank Herbert,660.1,English,432,28 Jan 2021,3.87,81778,Science Fiction,Science Fiction,Fantasy
9781510104464,"King of Scars : return to the epic fantasy world of the Grishaverse, where magic and science collide",Leigh Bardugo,661.83,English,528,05 Mar 2020,4.19,121775,Children's General Story Books,Adventure Books for Kids,Fantasy Books for Kids
9780007557905,The Girl Who Saved the King of Sweden,Jonas Jonasson,685.65,English,432,01 May 2014,3.77,51582,Contemporary Fiction
9780753827871,Call The Midwife : A True Story Of The East End In The 1950s,Jennifer Worth,616.24,English,368,01 Mar 2012,4.16,65632,Biography: General,Memoirs,Social & Cultural History
9780547577098,Number the Stars,Lois Lowry,643.65,English,160,02 May 2011,4.16,502543,Children's Fiction,Children's General Story Books,Adventure Books for Kids
9780395669532,Imagine,Alison Lester,670.41,English,31,27 Sep 1993,4.2,312,Children's Fiction,Children's General Story Books,Animal Stories
9781853260285,Emma,Jane Austen,604.24,English,416,01 Aug 1997,4.03,745867,Classic Books & Novels
9781843546535,Call Me By Your Name,Andre Aciman,676.79,English,256,01 Apr 2009,4.15,331000,Contemporary Fiction,Romance,Romance Books
9780547577319,A Long Walk to Water,Linda Sue Park,640.84,English,128,04 Oct 2011,4.27,67931,Children's Fiction,Adventure Books for Kids,Family
9781471182310,Five Feet Apart,Rachael Lippincott,655.75,English,288,14 Jan 2019,4.2,146091,Children's Fiction,Children's General Story Books,Romance Books for Teenagers
9780099475019,The Sound and the Fury,William Faulkner,681.81,English,288,19 Jan 1995,3.86,167482,Contemporary Fiction,Classic Books & Novels
9781847679277,An Idiot Abroad : The Travel Diaries of Karl Pilkington,Karl Pilkington,684.26,English,256,01 Mar 2012,3.84,9193,Television,Television,Funny Books & Stories
9780062238863,American Sniper : The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,661.9,English,448,26 Feb 2013,4,121342,"Biography: Historical, Political & Military","Autobiography: Historical, Political & Military",Memoirs
9781471137372,You : Now a Major Netflix series,Caroline Kepnes,668.46,English,432,18 Jun 2015,3.94,191086,Crime,Crime Fiction,Thriller Books
9781849163439,The Girl Who Kicked the Hornets' Nest,Stieg Larsson,643.57,English,602,28 Oct 2010,4.23,688364,Contemporary Fiction,Crime,Crime Fiction
9780141502526,Each Peach Pear Plum,Allan Ahlberg,607.75,English,32,02 Oct 2008,4.2,17928,Baby Books,Storybooks,Rhyming & Wordplay
9780753825853,Shadows Of The Workhouse : The Drama Of Life In Postwar London,Jennifer Worth,617.44,English,304,22 Jan 2009,4.15,22244,Biography: General,Memoirs,Social & Cultural History
9781473231122,The Lady of the Lake : Witcher 5 - Now a major Netflix show,Andrzej Sapkowski,670.66,English,544,16 May 2020,4.14,56821,Contemporary Fiction,Fantasy,Fantasy Books
9780061240164,Game,Neil Strauss,661.97,English,560,24 Jun 2011,3.73,28348,Memoirs,Gender Studies: Men,Sociology: Family & Relationships
9781526617163,A Court of Mist and Fury : The #1 bestselling series,Sarah J. Maas,686.89,English,656,06 Jun 2020,4.61,630941,Fantasy,Fantasy Books,Myth & Legend Told As Fiction
9780763626310,"One Is a Snail, Ten is a Crab : A Counting by Feet Book",April Pulley Sayre,657.58,English,40,14 Mar 2006,3.99,372,Picture Books,Numbers & Counting,Animal Stories
9781473637474,Factfulness : Ten Reasons We're Wrong About The World - And Why Things Are Better Than You Think,Hans Rosling,677.9,English,352,09 Oct 2019,4.36,149141,Society & Social Sciences,Social Mobility,Popular Beliefs & Controversial Knowledge
9781408893210,Utopia for Realists : And How We Can Get There,Rutger Bregman,686.3,English,336,08 Feb 2018,4.24,27686,Literary Essays,Social & Political Philosophy,Society & Social Sciences
9781843446361,A Short History of the Middle East : From Ancient Empires to Islamic State,Gordon Kerr,635.01,English,192,28 Sep 2016,3.44,179,Middle Eastern History,21st Century History: From C 2000 -
9780349142128,Force of Nature,Jane Harper,653.85,English,432,28 Jun 2018,3.84,84671,Contemporary Fiction,Crime,Crime Fiction
9781421587677,"Haikyu!!, Vol. 2",Haruichi Furudate,658.96,English,200,25 Aug 2016,4.64,7287,Graphic Novels: Manga,Graphic Novels: Manga
9781408886793,Home Fire : WINNER - WOMEN'S PRIZE FOR FICTION 2018,Kamila Shamsie,670.96,English,288,22 Mar 2018,4.05,55007,Contemporary Fiction,Classic Books & Novels,Crime
9781473621503,The Surrender Experiment : My Journey into Life's Perfection,Michael A. Singer,663.98,English,272,22 Sep 2016,4.05,10210,Memoirs,Personal Development,"Assertiveness, Motivation & Self-esteem"
9781409147992,"The Ultimate 5:2 Diet Recipe Book : Easy, Calorie Counted Fast Day Meals You'll Love",Kate Harrison,617.81,English,368,23 May 2013,3.58,178,Diets & Dieting
9781646512362,Attack on Titan 34,Hajime Isayama,681.49,English,256,19 Oct 2021,4.46,5371,Contemporary Fiction,Horror,Horror
9781849015882,Rosemary's Baby : Introduction by Chuck Palanhiuk,Ira Levin,612.72,English,240,23 Jun 2011,4.02,122406,Contemporary Fiction,Classic Books & Novels,Thriller Books
9780007559244,Radio Silence,Alice Oseman,664.01,English,416,25 Feb 2016,4.16,55468,Children's General Story Books,Relationships
9781406321333,The Infernal Devices 2: Clockwork Prince,Cassandra Clare,651.37,English,512,03 May 2012,4.43,501472,Fantasy,Fantasy Books,Sci Fi Books for Kids
9780142410332,Danny the Champion of the World,Roald Dahl,639.29,English,240,16 Aug 2007,4.09,62170,Classic Books for Children,Children's General Story Books,Adventure Books for Kids
9780141354224,Diary of a Wimpy Kid: The Long Haul (Book 9),Jeff Kinney,646.22,English,240,12 Feb 2016,4.34,63342,Children's General Story Books,Funny Books for Kids,School Stories
9781473657939,The Wrath and the Dawn : The Wrath and the Dawn Book 1,Renee Ahdieh,650.8,English,416,06 Apr 2017,4.08,151078,Crime,Crime Fiction,Fantasy
9780008164621,The Midnight Gang,David Walliams,664.3,English,480,08 Feb 2018,4.4,9142,Children's Fiction,Children's General Story Books,Adventure Books for Kids
9780141439556,Wuthering Heights,Emily Bronte,640.75,English,416,10 Nov 2004,3.87,1530750,Contemporary Fiction,Classic Books & Novels,Romance
9781407196015,I NEED A NEW BUM!,Dawn McMillan,655.78,English,32,20 Dec 2018,4.02,2030,Storybooks,Early Learning,Rhyming & Wordplay
9781474613903,Small Pleasures : Longlisted for the Women's Prize for Fiction 2021,Clare Chambers,649.59,English,368,29 Apr 2021,3.9,25960,Contemporary Fiction,Thriller Books,Thrillers
9781451683400,Free Will,Sam Harris,656.13,English,96,26 Apr 2012,3.87,30287,Ethics & Moral Philosophy,Social & Political Philosophy,Spirituality & Religious Experience
9780440217565,Voyager : A Novel,Diana Gabaldon,708.57,English,1104,01 Nov 1994,4.38,279513,Science Fiction,Science Fiction,Fantasy
9780143796053,Wrecking Ball: Diary of a Wimpy Kid (14),Jeff Kinney,717.35,English,224,05 Nov 2019,4.42,18994,Funny Books for Kids
9780571272136,Never Let Me Go,Kazuo Ishiguro,666.4,English,304,30 Dec 2010,3.84,556240,Contemporary Fiction,Science Fiction,Science Fiction
9780747594802,The Graveyard Book,Neil Gaiman,660.77,English,304,05 Oct 2009,4.14,483134,Contemporary Fiction,Children's Fiction,Children's General Story Books
9781853260391,A Tale of Two Cities,Charles Dickens,602.48,English,352,01 Aug 1997,3.86,869099,Classic Books & Novels
9781529005240,The Shadow Sister,Lucinda Riley,665.98,English,720,11 Jul 2019,4.33,40946,Contemporary Fiction,Romance,Romance Books
9781853260360,Don Quixote,Miguel de Cervantes,619.99,English,800,05 May 1992,3.88,235498,Classic Books & Novels,Fiction In Translation
9780553815856,The Enemy : (Jack Reacher 8),Lee Child,678.34,English,576,01 Apr 2005,4.14,116746,Contemporary Fiction,Crime,Crime Fiction
9780008220563,Hillbilly Elegy : A Memoir of a Family and Culture in Crisis,J. D. Vance,685.14,English,272,06 Jul 2017,3.9,365909,Biography: General,Memoirs,Prose: Non-fiction
9780007263905,This Moose Belongs to Me,Oliver Jeffers,652.97,English,32,29 Aug 2013,4.13,5641,Picture Books,Storybooks,Children's Fiction
9780008279554,"I, Robot",Isaac Asimov,670.4,English,256,17 May 2018,4.21,306669,Contemporary Fiction,Science Fiction,Science Fiction
9780140385724,The Outsiders,S. E. Hinton,662.22,English,224,02 Dec 1998,4.11,1094822,Language Teaching & Learning Material & Coursework,Classic Books for Children,Children's General Story Books
9780007241620,Skulduggery Pleasant,Derek Landy,651.37,English,384,03 Sep 2007,4.16,59555,Crime,Crime Fiction,Adventure Books for Kids
9781907411786,The Land of Stories: The Enchantress Returns : Book 2,Chris Colfer,652.71,English,528,03 Jul 2014,4.47,50831,Adventure Books for Kids,Sci Fi Books for Kids,Fantasy Books for Kids
9780241968581,One Hundred Years of Solitude,Gabriel Garcia Marquez,686.26,English,432,06 Mar 2014,4.1,839733,Contemporary Fiction,Fiction In Translation
9781471184307,"Kim Jiyoung, Born 1982 : The international bestseller",Cho Nam-Joo,665.17,English,176,21 Jan 2021,4.18,63796,Contemporary Fiction,Fiction In Translation
9780007189885,Purple Hibiscus,Chimamanda Ngozi Adichie,673.18,English,336,01 Aug 2005,4.18,92992,Contemporary Fiction,Thriller Books,Thrillers
9781974725137,"Spy x Family, Vol. 6",Tatsuya Endo,659.37,English,200,23 Dec 2021,4.44,2867,Graphic Novels: Manga,Graphic Novels: Manga
9781409301943,Peppa Pig: Peppa Goes Swimming,Peppa Pig,623.76,English,24,06 Oct 2015,4.01,800,Characters,Animal Stories,Sports Stories
9781907410352,"Breaking Dawn : Twilight, Book 4",Stephenie Meyer,664.6,English,720,19 Aug 2010,3.71,1485985,Children's Fiction,Children's General Story Books,Fantasy Books for Kids
9781845290764,A Brief History of the Vikings,Jonathan Clements,625.41,English,288,15 Sep 2005,3.62,902,European History,Early History: C 500 To C 1450/1500,Medieval History
9781842297407,"How to Draw 101 Animals, 1",Dan Green,624.15,English,48,01 Jul 2004,4.06,238,Activity Books,Art,Art & Design
9780716021919,The Curry Secret : How to Cook Real Indian Restaurant Meals at Home,Kris Dhillon,631.35,English,128,27 Mar 2008,4.08,332,General Cookery,National & Regional Cuisine
9781398505247,Aristotle and Dante Discover the Secrets of the Universe : The multi-award-winning international bestseller,Benjamin Alire Sáenz,669.25,English,368,27 May 2021,4.35,399465,Children's Fiction,Romance Books for Teenagers,Family
9780007232444,The Corrections,Jonathan Franzen,699.92,English,672,02 Jul 2007,3.81,168453,Contemporary Fiction,Classic Books & Novels
9781789096491,Later,Stephen King,674.31,English,272,02 Mar 2021,4.02,82436,Crime,Crime Fiction,Thriller Books
9781841192482,The Mammoth Book of Celtic Myths and Legends,Peter Ellis,680.38,English,640,12 Apr 2022,4.1,2792,Anthologies (non-poetry),Myth & Legend Told As Fiction,"Folklore, Myths & Legends"
9780141027562,Book of Longing,Leonard Cohen,633.14,English,240,01 Oct 2007,4.02,8812,"Musical Scores, Lyrics & Libretti","Musical Scores, Lyrics & Libretti",Poetry By Individual Poets
9780141439518,Pride and Prejudice,Jane Austen,640.98,English,448,30 Jan 2003,4.28,3521185,Contemporary Fiction,Classic Books & Novels,Romance
9780688092344,The Doorbell Rang,Pat Hutchins,635.04,English,24,26 Oct 1989,4.16,7803,Contemporary Fiction,Picture Books,Numbers & Counting
9780143127550,Everything I Never Told You : A Novel,Celeste Ng,686.28,English,336,12 May 2015,3.86,429231,Contemporary Fiction,Thriller Books,Thrillers
9780722538449,"Men Are from Mars, Women Are from Venus : A Practical Guide for Improving Communication and Getting What You Want",John Gray,664.64,English,320,23 Mar 2011,3.57,177745,"Gender Studies, Gender Groups",Psychology,Personal Development
9780008117511,Second Foundation,Isaac Asimov,669.94,English,240,22 Sep 2016,4.26,162562,Classic Books & Novels,Science Fiction,Science Fiction
9781526617187,A Court of Frost and Starlight : The #1 bestselling series,Sarah J. Maas,659.56,English,272,05 Jun 2020,3.81,319227,Fantasy,Fantasy Books,Fantasy Books for Kids
9780142413814,Boy : Tales of Childhood,Roald Dahl,636.4,English,192,15 Jul 2011,4.05,64464,Adventure Books for Kids,Nonfiction History Books for Kids,People & Places
9780340881538,CHERUB: The Recruit : Book 1,Robert Muchamore,639.6,English,352,15 Apr 2004,4.24,31693,Thriller Books for Children,Mystery Books for Kids
9780812982008,Made to Stick : Why Some Ideas Survive and Others Die,Chip Heath,697.8,English,336,22 Jan 2013,3.96,84269,"Social, Group Or Collective Psychology",Business Communication & Presentation,Sales & Marketing
9781853261046,The Secret Garden,Frances Hodgson Burnett,593.39,English,224,01 Jan 1998,4.14,1011099,Classic Books & Novels,Children's Fiction,Classic Books for Children
9780007280490,Letters from Father Christmas,J. R. R. Tolkien,664.76,English,160,01 Oct 2009,4.27,16968,"Diaries, Letters & Journals",Classic Books & Novels,Fantasy
9780385737951,"The Maze Runner (Maze Runner, Book One) : Book One",James Dashner,667.7,English,416,23 Feb 2011,4.04,1249225,Children's Fiction,Children's General Story Books,Sci Fi Books for Kids
9781974721030,"Spy x Family, Vol. 4",Tatsuya Endo,156.96,English,192,29 Apr 2021,4.55,5247,Graphic Novels: Manga,Graphic Novels: Manga
9780571346769,Outline : A Novel,Rachel Cusk,672.17,English,256,20 Jun 2018,3.67,37035,Contemporary Fiction
9781785652448,A Conjuring of Light,V. E Schwab,684.63,English,672,28 Feb 2017,4.34,114675,Fantasy,Fantasy Books
9780593098233,Dune Messiah,Frank Herbert,666.93,English,352,04 Jun 2019,3.89,187332,Classic Books & Novels,Science Fiction,Science Fiction
9781447286318,"The $100 Startup : Fire Your Boss, Do What You Love and Work Better To Live More",Chris Guillebeau,656.52,English,304,20 Mar 2015,3.86,59125,Business & Management,Business Innovation,Entrepreneurship
9781421580395,"Tokyo Ghoul, Vol. 4",Sui Ishida,683.33,English,192,17 Dec 2015,4.39,14000,Graphic Novels: Manga,Graphic Novels: Manga
9780099588115,The Bloody Chamber and Other Stories,Angela Carter,667.07,English,176,13 Oct 2009,3.96,45489,Contemporary Fiction,Classic Books & Novels,Fantasy
9780486270623,A Doll's House,Henrik Ibsen,588.32,English,80,02 Jan 2000,3.75,121162,"Plays, Playscripts",Literary Studies: General,Feminism & Feminist Theory
9780141025186,Extremely Loud and Incredibly Close,Jonathan Safran Foer,669.76,English,368,06 Apr 2006,3.97,401286,Contemporary Fiction,Political & Legal,Political & Legal
9781848549005,"The Invention of Nature : The Adventures of Alexander von Humboldt, the Lost Hero of Science: Costa & Royal Society Prize Winner",Andrea Wulf,648.35,English,496,04 Apr 2016,4.26,20286,Biography: General,"Biography: Science, Technology & Engineering",General & World History
9780008389666,Nick and Charlie,Alice Oseman,707.62,English,176,06 Aug 2020,4.13,13908,Children's General Story Books,Romance Books for Teenagers,Relationships
9780141365428,The BFG,Roald Dahl,646.82,English,224,03 Mar 2016,4.22,426498,Children's Fiction,Classic Books for Children,Children's General Story Books
9781784870386,The Second Sex (Vintage Feminism Short Edition),Simone de Beauvoir,620.08,English,144,05 Mar 2015,4.14,1974,Social & Political Philosophy,Feminism & Feminist Theory,"Gender Studies, Gender Groups"
9781472979575,"The Madness of Crowds : Gender, Race and Identity; THE SUNDAY TIMES BESTSELLER",Douglas Murray,682.68,English,304,10 Sep 2020,4.24,11057,Social & Political Philosophy,Society & Social Sciences,Cultural Studies
9780818403125,What's Happening To Me?,Peter Mayle,677.73,English,60,01 Jul 2003,4.09,338,Child & Developmental Psychology,Family & Relationships,"Sex & Sexuality, Sex Manuals"
9780545326995,Drama,"Telgemeier, Raina",681.14,English,240,06 Mar 2014,4.21,118100,"Graphic Novels, Anime & Manga","Graphic Novels, Anime & Manga",Picture Books
9781509836215,A Thousand Ships,Natalie Haynes,649.77,English,368,06 Aug 2020,4.12,31019,Contemporary Fiction,Fantasy,Fantasy Books
9781509840113,The Moon Sister,Lucinda Riley,667.42,English,768,11 Jul 2019,4.23,32804,Contemporary Fiction,Myth & Legend Told As Fiction,Adult & Contemporary Romance
9781784971618,The Dark Forest,Cixin Liu,685.42,English,560,14 Jul 2016,4.41,89159,Science Fiction,Science Fiction,Fiction In Translation
9781526604767,A Thousand Splendid Suns,Khaled Hosseini,649.84,English,432,01 Jan 2019,4.4,1301857,Contemporary Fiction,"Migration, Immigration & Emigration"
9781841197906,A Brief History of the Celts,Peter Ellis,613.0,English,256,13 Nov 2003,3.81,915,European History,British & Irish History,Ancient History: To C 500 CE
9781908707499,Really RELAXING Colouring Book 6 : Indian Summer - A Jewelled Journey through Indian Pattern and Colour,Elizabeth James,676.14,English,64,18 Mar 2015,4.09,76,Art Techniques & Principles,"Mind, Body, Spirit: Meditation & Visualisation",Painting & Art Manuals
9781526604736,The Kite Runner,Khaled Hosseini,652.33,English,368,11 Dec 2018,4.32,2722399,Contemporary Fiction
9781447273301,Children of Time,Adrian Tchaikovsky,671.16,English,608,10 Oct 2016,4.28,76875,Science Fiction,Science Fiction,Space Opera
9781416936473,Hatchet,Gary Paulsen,643.84,English,192,01 Jan 2007,3.75,344746,Children's Fiction,Adventure Books for Kids,Family
9780486412726,Little Airport Sticker Activity Book,A. G. Smith,581.14,English,4,08 Jan 2001,3.47,49,Activity Books,Sticker Books
9780571200733,The Remains of the Day,Kazuo Ishiguro,665.39,English,272,05 Apr 1999,4.14,239847,Contemporary Fiction,Classic Books & Novels,Romance
9781416526247,Infidel,Ayaan Hirsi Ali,665.98,English,384,05 Mar 2008,4.16,88603,"Autobiography: Historical, Political & Military",European History,"Postwar 20th Century History, From C 1945 To C 2000"
9780746089392,First Sticker Book Diggers,Sam Taplin,638.51,English,32,25 Jul 2008,3,1,Picture Books,Activity Books,Sticker Books
9781421597140,"The Promised Neverland, Vol. 3",Kaiu Shirai,658.4,English,192,19 Apr 2018,4.53,10447,Graphic Novels: Manga,Graphic Novels: Manga
9781250144225,Daughter of the Pirate King,Tricia Levenseller,677.11,English,336,02 Jan 2018,4.03,97594,Children's General Story Books,Adventure Books for Kids,Romance Books for Teenagers
9781782390695,Tiny Beautiful Things : Advice on Love and Life from Someone Who's Been There,Cheryl Strayed,689.52,English,368,01 May 2013,4.29,75830,Memoirs,Psychology,Family & Relationships
9781474600842,The Queen's Gambit : Now a Major Netflix Drama,Walter Tevis,647.93,English,256,14 Apr 2016,4.21,75678,Contemporary Fiction,Classic Books & Novels,Thriller Books
9781405298605,As Good As Dead,Holly Jackson,685.65,English,576,05 Aug 2021,4.2,34564,Vintage Crime,Vintage Crime,Thriller Books for Children
9780553277579,The Greatest Salesman in the World,Og Mandino,630.14,English,128,01 Nov 1995,4.2,58327,Religious & Spiritual Fiction,Philosophy,Religion: General
9780545132060,Smile,Raina Telgemeier,758.6,English,224,01 Feb 2010,4.25,226714,Graphic Novels
9780140449235,Beyond Good and Evil,Friedrich Nietzsche,680.75,English,240,28 Aug 2015,4.01,77993,Western Philosophy: C 1600 To C 1900,"Western Philosophy, From C 1900 -",Philosophy: Metaphysics & Ontology
9780553293357,Foundation,Isaac Asimov,634.08,English,320,01 Dec 2004,4.17,467307,Classic Books & Novels,Science Fiction,Science Fiction
9781421593401,"My Hero Academia, Volume 9",Kohei Horikoshi,712.18,English,192,24 Aug 2017,4.58,8488,Graphic Novels: Manga,Graphic Novels: Manga,Graphic Novels: Superheroes
9781406379242,Scythe,Neal Shusterman,664.01,English,448,01 Feb 2018,4.33,202054,Children's General Story Books,Sci Fi Books for Kids,Romance Books for Teenagers
9780987186010,Some Secrets Should Never Be Kept,Jayneen L Sanders,681.34,English,34,12 Jan 2014,4.35,142,Safety In The Home,Popular Medicine & Health,Family & Relationships
9780141018980,A Room of One's Own,Virginia Woolf,630.88,English,144,02 Sep 2004,4.19,150948,Contemporary Fiction,Feminism & Feminist Theory
9780356504193,Cibola Burn : Book 4 of the Expanse (now a Prime Original series),James S. A. Corey,701.61,English,624,02 Nov 2015,4.2,81596,Science Fiction,Science Fiction,Space Opera
9780316111539,How to Be a Friend : A Guide to Making Friends and Keeping Them,Laurie Krasny Brown,656.58,English,32,01 Sep 2001,3.98,329,Non-Fiction,Dinosaurs,Relationships
9780008485160,The Virgin Suicides,Jeffrey Eugenides,660.13,English,260,13 May 2021,3.83,254171,Contemporary Fiction
9780340881545,CHERUB: Class A : Book 2,Robert Muchamore,646.86,English,320,14 Oct 2004,4.29,22305,Adventure Books for Kids,Thriller Books for Children,Mystery Books for Kids
9780142418475,"Will Grayson, Will Grayson",John Green,684.04,English,326,06 Mar 2015,3.74,369204,Language Teaching & Learning Material & Coursework,Children's Fiction,Children's General Story Books
9780007263516,The Giver,Lois Lowry,657.99,English,240,20 Jan 2012,4.13,2065813,Children's Fiction,Classic Books for Children,Children's General Story Books
9780340894330,CHERUB: The Killing : Book 4,Robert Muchamore,657.09,English,336,13 Oct 2005,4.16,17550,Children's Fiction,Adventure Books for Kids,Thriller Books for Children
9780486415833,Selected Poems of Rumi,Jelaludin Rumi,600.21,English,112,17 Mar 2011,3.92,798,Poetry By Individual Poets,Crafts & Hobbies
9780671739898,Silva Mind Control Method,Silva,650.38,English,176,15 Jan 1991,3.93,1470,Reference Works,Psychology,Hypnosis
9781844081486,Gilead : An Oprah's Book Club Pick,Marilynne Robinson,647.97,English,288,04 Oct 2016,3.84,97656,Contemporary Fiction,Classic Books & Novels,Religious & Spiritual Fiction
9780340911709,CHERUB: The Fall : Book 7,Robert Muchamore,639.6,English,352,15 Mar 2007,4.22,13846,Children's General Story Books,Adventure Books for Kids,Thriller Books for Children
9781857989380,Flowers For Algernon,Daniel Keyes,614.43,English,224,13 Jan 2000,4.17,550325,Contemporary Fiction,Classic Books & Novels,Science Fiction
9780143104407,Twelve Angry Men,Reginald Rose,680.53,English,96,14 Jul 2011,4.07,27286,"Plays, Playscripts",Literature: History & Criticism,Literary Studies: General
9780141397986,The Communist Manifesto,Karl Marx,587.85,English,64,26 Feb 2015,3.61,132416,Modern History To 20th Century: C 1700 To C 1900,Social & Political Philosophy,Political Science & Theory
9780141198064,The Outsider,Albert Camus,645.93,English,128,26 Nov 2013,4,833230,Contemporary Fiction,Classic Books & Novels,Fiction In Translation
9780375850868,When You Reach Me : (Newbery Medal Winner),Rebecca Stead,646.24,English,240,01 Feb 2011,4.07,103931,Children's Fiction,Children's General Story Books,Mystery Books for Kids
9781526617170,A Court of Wings and Ruin : The #1 bestselling series,Sarah J. Maas,689.77,English,736,05 Jun 2020,4.43,501175,Fantasy,Fantasy Books,Children's General Story Books
